symbol,timestamp,open,high,low,close,volume,openInterest,funding_rate,price_change_rate,volume_change_rate,oi_change_rate
MYRIAUSDT,2025-01-10 00:00:00+09:00,0.001819,0.00187,0.001811,0.00187,10563850.0,851782630.0,0.0001,-1.475,73.767,-2.811
MYROUSDT,2025-01-10 00:00:00+09:00,0.05381,0.0549,0.05352,0.05484,2137375.0,157166785.0,0.000515,0.403,103.386,0.22
NEARUSDT,2025-01-10 00:00:00+09:00,4.935,4.993,4.915,4.99,367754.0,12322834.1,0.0001,0.362,80.959,-1.091
NEIROETHUSDT,2025-01-10 00:00:00+09:00,0.03755,0.03829,0.03727,0.03829,3881344.0,251632949.0,0.0001,0.341,57.928,1.267
NEOUSDT,2025-01-10 00:00:00+09:00,14.679,15.022,14.618,15.019,23249.34,581379.37,2.9e-05,-0.199,-11.279,-5.301
NFPUSDT,2025-01-10 00:00:00+09:00,0.2507,0.2548,0.2493,0.2548,64939.0,6447135.1,0.0001,-0.817,180.66,-0.932
NKNUSDT,2025-01-10 00:00:00+09:00,0.08345,0.08479,0.08304,0.08472,264712.0,7129340.0,0.0001,-0.785,-6.279,2.95
NMRUSDT,2025-01-10 00:00:00+09:00,14.706,14.896,14.62,14.888,2890.4,100593.4,0.0001,-0.475,15.126,0.755
NOTUSDT,2025-01-10 00:00:00+09:00,0.005713,0.005783,0.005685,0.005783,37868290.0,4145647760.0,0.0001,-0.207,69.087,0.465
NSUSDT,2025-01-10 00:00:00+09:00,0.2396,0.2429,0.2387,0.2428,109117.0,9390704.0,0.0001,-1.14,-55.391,-1.331
NTRNUSDT,2025-01-10 00:00:00+09:00,0.3305,0.3346,0.3293,0.3346,16962.0,4683884.0,0.0001,-0.712,23.241,0.364
NULSUSDT,2025-01-10 00:00:00+09:00,0.3399,0.3442,0.3384,0.3442,25871.0,779741.0,0.0001,-0.778,9.094,-3.717
NYANUSDT,2025-01-10 00:00:00+09:00,0.07846,0.07933,0.07835,0.0792,250905.0,11555274.0,0.0001,-1.578,117.62,0.353
OGNUSDT,2025-01-10 00:00:00+09:00,0.1046,0.1063,0.1042,0.1063,212528.0,13427609.0,0.0001,-0.747,30.837,-2.444
OGUSDT,2025-01-10 00:00:00+09:00,4.5594,4.6387,4.5593,4.6387,2917.1,277359.7,-0.000168,0.734,50.975,-0.792
OLUSDT,2025-01-10 00:00:00+09:00,0.15697,0.16178,0.15634,0.16125,2053688.0,19285116.0,0.0001,-1.231,70.117,2.639
OMGUSDT,2025-01-10 00:00:00+09:00,0.3018,0.3075,0.3008,0.3075,59812.5,4000546.5,0.0001,0.098,212.285,-2.115
OMNIUSDT,2025-01-10 00:00:00+09:00,8.806,8.926,8.738,8.897,9181.65,268478.55,0.0001,-1.078,-5.618,-1.391
OMUSDT,2025-01-10 00:00:00+09:00,3.8303,3.8756,3.8082,3.8719,213628.0,3704773.0,-0.000106,2.534,227.509,4.603
